Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
the b here is an id field backend is sending objects with Maybe ids don t ask so my response is i don t take that shit translates to gt List filterMap Alfred Tuples flattenSecond ,0.83871484,1,0,0,1
 Anna have you tried Shit Reload in Chrome ,0.88824683,1,0,0,1
ah got it why it s not working that way stupid,0.8045456,1,1,0,0
we ve found an ok balance but ya the corner cases suck,0.79383,1,0,0,1
Fuck if I know,0.9480856,1,0,0,1
dick kickem your function just make callers lose type saftey wrapInt Int gt Wrapped Type wrapInt a gt I a,0.8060606,1,0,0,1
so there are still years left with that crap,0.8355208,1,1,0,0
Oh s t I feel stupid right now stuck out tongue ,0.79047537,1,1,0,0
 Margert Dessie our backend is anal about types,0.8246351,1,0,0,1
 x y would really suck ,0.87984276,1,0,0,1
and the support for it skims over significant criticism to just restate that randomly naming packages sucks,0.74827504,1,0,0,1
Oh wait is it or am I being stupid ,0.7447589,1,1,0,0
Ah whut Ok that s some pretty fucking magic method ,0.88824683,1,0,0,1
Indeed That situation sucks ,0.8606264,1,0,0,1
lol i m stupid ,0.7688827,1,1,0,0
oh god im an idiot,0.93393207,1,1,0,0
Ouch that sucks sorry to hear ,0.7093121,1,0,0,1
One thing I ll say though I that not using Debug crash there made me triple check everything else much more than if I had used Debug crash That s just me being a shitty programmer and going oh well if it crashes they ll tell me about it I put in a message when I can use Debug crash though sweat smile ,0.7667375,1,0,0,1
 Kum Yep I was just being stupid Thanks ,0.7949242,1,1,0,0
 Genaro Not too sound to stupid but you wouldn t have an example ,0.8405287,1,1,0,0
binaries oh crap smiley how to make something a binary in elm ,0.82273906,1,1,0,0
Best make sure you don t set your locale to Turkish troll ,0.7051368,1,1,0,0
This really sucks,0.8785311,1,0,0,1
Wait maybe it s cause I m an idiot,0.7953484,1,1,0,0
Yup that was it I was an idiot,0.85907835,1,1,0,0
 smile oh crap i was looking into Scheduler in kernel Thanks simple smile ,0.804018,1,1,0,0
and it sucks to repeat everything times,0.8361395,1,0,0,1
oh shit I m clearly confused I read the code as elixir code,0.8606264,1,0,0,1
 btw I don t mean to shit on Elm I think the language is really good and programming in it is an almost zen like experience compared the current state of JS frameworks ,0.8038305,1,0,0,1
fuck ,0.9671429,1,0,0,1
Crap I ve just understand what you re saying about useSvg and the fact that js is injected in Elm That s scream ,0.7093121,1,1,0,0
ye memory profiling sucks,0.91168976,1,0,0,1
ah shit ,0.9480856,1,0,0,1
I m actually building a core like package for a new platform React Native And crap I didn t know they can t be published to elm package disappointed and that when I thought I m good by not using kernel code on the Elm side disappointed ,0.7140055,1,1,0,0
I still need to escape to avoid SQL injection though despite what Elm does right Or am I being stupid about something Ha,0.7093121,1,1,0,0
Haha well that sucks smile ,0.81974643,1,0,0,1
 Jaime Can I read your big ass article about EaW Elm at Work ,0.90160024,1,0,0,1
Disclaimer It s a big ass article and I may not have been sober the whole way through writing it ,0.8962774,1,0,0,1
but as you can see elm install is a tricky sucker,0.8970657,1,0,0,1
curious of anyone used elm on ink displays like kindle paper white asling because i m having a project where peoples using devices outdoor strong natural light and normal displays behave shitty,0.73790556,1,0,0,1
my cents it s a shitty time to try and learn in this mess On OS X get homebrew and then you can brew install elm ,0.8060606,1,0,0,1
so it s a lose lose situation either I have to preface it with used to be called X but now is generic name or try to pronounce a complicated name or just look stupid because I can t name what I m talking about,0.76545966,1,1,0,0
Local offset is a bitch because you likely ask that to JS,0.94992846,1,0,0,1
Perhaps this is a stupid question but is this still the right package for using Elm components in React with Elm https www npmjs com package react elm components ,0.7944693,1,1,0,0
Could this be removed That shitty pirate site is even profiting off of the course with ads and stuff,0.88824683,1,0,0,1
sucks that i can do this init field value but not this Qualified Name init field value ,0.83685344,1,0,0,1
hash based URLs just look so ugly ,0.728627,1,1,0,0
not an expert but probz cuz in your type Silly a b youre saying b can be anything but in bvals youre saying it has to be an Int ,0.74393487,1,1,0,0
Here s another version sum dId gt Int gt comparable gt Float gt Dict dId Int gt Set comparable gt Float sum f dict set DictH sum dict lt lt SetH sum set lt lt f Dat pointfree is ugly doh ,0.7093121,1,1,0,0
Which is where the ugly point free stuff is starting to bite me in the ass ,0.9480856,1,1,0,1
bit ugly but would work,0.72522384,1,1,0,0
Stupid question what s the function to create a tuple in haskell if I remember right,0.7754684,1,1,0,0
oh crap perfect hugging face ,0.84976876,1,1,0,0
Ah fuck it I ll just go with Foo bar Bar ,0.95919865,1,0,0,1
fuck slightly smiling face you re right it works So no mystery in the end they re just functions passed by reference this whole things of the decoders signatures with implicit input got me confused but I can see the light now thank you so much ,0.8657618,1,0,0,1
I feel like an idiot lol,0.8561975,1,1,0,0
for me it is still kind of not production internal stuff just curious to see somethink production that is used by stupid user ,0.7599812,1,1,0,0
Stupid,0.9480856,1,1,0,0
but just going to have to suck it up slightly smiling face ,0.74511003,1,0,0,1
ah crap,0.8357823,1,1,0,0
to stupid ,0.8057227,1,1,0,0
Hey everyone Quick question probably stupid one how do I parse int to string to display it in html ,0.794439,1,1,0,0
other stupid questin List partition e gt case e of Player gt False gt True ,0.85749036,1,1,0,0
just old stupid question,0.81627417,1,1,0,0
That s not a bad shout I do remember the last time I checked out a repository with submodules I had a hard time getting everything working googles submodules for idiots ,0.7908958,1,1,0,0
just stupid math question ,0.7701186,1,1,0,0
ah crap missed that detail,0.8606264,1,1,0,0
also i notice that the debugger doesn t rezise at all so if your message tree is to big to fit you are shit out of luck,0.8710821,1,0,0,1
or would that be just stupid ,0.83619726,1,1,0,0
you are right that was my mistake That was pretty stupid Thanks a lot ,0.81967896,1,1,0,0
Oh Fuck yeas,0.93280417,1,0,0,1
 Mabel Wtf It works,0.82061267,1,0,0,1
I m thinking model is an instance var just use a conditional on that which is obviously crap,0.80258834,1,1,0,0
logic file no please split My brain is small I m stupid and have little memory Make it easy for me stuck out tongue ,0.79396874,1,1,0,0
But when you stumble on something that for me seems idiotic or should have been in the first version of Elm I am still baffled ,0.72122633,1,1,0,0
 zip lt fill b a b was stupid compared to zip fill b a b ,0.89568466,1,1,0,0
stupid me,0.79927325,1,1,0,0
I ve been progressing which is nice But yea the brain fog has clearly set in Unfortunately deadlines suck,0.88454306,1,0,0,1
Ok and what about Clojure Purescript Reason etc I mean I m a purely back end guy and I just want my personal front end shit done with minimum hustle How Elm compares to them ,0.8263165,1,0,0,1
I m just being very stupid today slightly smiling face ,0.7707625,1,1,0,0
I m stupid,0.7123572,1,1,0,0
ahh crap Long day Sorry disappointed ,0.74454606,1,1,0,0
 Cleo this is a stupid simple code challenge from http scotch io scotch io ,0.8060606,1,1,0,0
I got stupid idea and I was wrong sorry smile ,0.7093121,1,1,0,0
which is suck,0.88824683,1,0,0,1
ohhh crap,0.8406529,1,1,0,0
 Deocode map User gt gt WTF does that mean ,0.7354825,1,0,0,1
Yes indeed I am I need to step away from the computer Thanks Tiny for pointing out my stupidity,0.71651345,1,1,0,0
Well crap,0.8307107,1,1,0,0
argh crap,0.83615226,1,1,0,0
shit I ve misunderstood,0.90338695,1,0,0,1
yes I am passing in a function ignore me I m being an idiot woman facepalming ,0.93232936,1,1,0,0
Ah crap I hadn t even though that the first argument is a function so I can change the msg value in there slightly smiling face ,0.8060606,1,1,0,0
it s just a shit name,0.9017837,1,0,0,1
Yes it does look a little shit What I m attempting to describe in that Ok branch is it returns a Main msg itself TL DR I essentially need to hold a ref to a Main msg inside IdTokenGenerated ,0.79169697,1,0,0,1
argh crap me goes to try,0.73978704,1,1,0,0
which is why I want someone to tell me what to do rather than bumble through and do something stupid slightly smiling face ,0.70799,1,1,0,0
my initial thinking is That s a bit shit Or should I be thinking about that it doesn t exist because its an antipattern ,0.8239227,1,0,0,1
hmm ok nvm Im stupid,0.8822104,1,1,0,0
Actually yeah shit I m still thinking JS slightly smiling face ,0.9017911,1,0,0,1
I m an idiot of course I can t modify the DOM while the view is rendering That would be a side effect man facepalming ,0.736891,1,1,0,0
what an idiot I am,0.93232936,1,1,0,0
the anonymous function looks a bit shit to me slightly smiling face ,0.901757,1,0,0,1
Wow That s far more sophisticated than I had smile Definitely looks more professional and easier to change Not used elm tools parser My naive function just looks stupid now haha Thanks Wiley parseLogEntry str let parts String split t str in case getAt parts getAt parts getAt parts of Just a Just b Just c gt Just type a date b message c gt Nothing ,0.7682875,1,1,0,0
It still uses regular shitty js numbers True ,0.8469461,1,0,0,1
I think I should have asked whether expressing certain lowest cost logic is a fool s errand in Elm ,0.8013977,1,1,0,0
yep so you write an ugly let and it looks ugly,0.8606264,1,1,0,0
and later you think that ugly let is ugly I should split it off in to a function,0.80547667,1,1,0,0
What I can tell is that getting the current timestamp in Elm is pain in ass unfortunately,0.8517562,1,0,0,1
 holy shit ,0.9480856,1,0,0,1
At the moment I have isUnauthorized Http Error gt Bool isUnauthorized error case error of BadStatus status gt let code status in case code of gt True gt False gt False But it looks a little shit ,0.8562371,1,0,0,1
Holy crap that output has been twice escaped,0.7093121,1,1,0,0
thaaaat kind of sucks as it makes the code more verbose forcing one to use the case x of in order to delay evaluation,0.8606264,1,0,0,1
just stupid question why You wrap values into List and then inside unwarp it labelPositions let position ys ys gt List last gt Maybe withDefault gt y y gt y y gt Scale convert yScale in List map position values ,0.8269028,1,1,0,0
 user User user WTF is that ,0.7161725,1,0,0,1
Hey guys A stupid question How I can access an element of a newly created tuple x True that ,0.7331263,1,1,0,0
I m being stupid again,0.7093121,1,1,0,0
Stupid question maybe But why is there https github com elm and https github com elm lang ,0.8060606,1,1,0,0
stupid simple question offset Int gt String i need create empty spaces ,0.76856756,1,1,0,0
It seems stupid but it s the only way to deactivate that default behavior of the button within a form ,0.7093121,1,1,0,0
 face palm Im an idiot,0.9469242,1,1,0,0
It looks real nice get that sucker up soon,0.7967125,1,0,0,1
next stupid question how to find last index in array that matches some condition ,0.794439,1,1,0,0
This is really stupid Elm transpiles to JS yet we can t write an Express app with it ,0.8606264,1,1,0,0
I hope it s worth it it s a real pain in the ass to learn xD,0.9480856,1,0,0,1
Holy shit Thank you so much Sung ,0.8785311,1,0,0,1
Generally speaking it is a bad to try to directly translate practices from one language to another especially when it s from shitty scripting loosely typed to pure functional strongly typed Did you encounter this use case in real Elm code ,0.79601383,1,0,0,1
oh crap ,0.88211155,1,1,0,0
Stupid question for this beginner chat is there a way to use an if statement on different union types For example I have the following code type Permission Read Write Own case permission of Own gt stuff gt other stuff Is there a way to replace the case statement with an if statement here ,0.7452146,1,1,0,0
a stupid typo,0.8355208,1,1,0,0
there s one thing that I can t seem to figure out I guess it s a stupid question with a simple answer but I wasn t able to find the solution on the web,0.72933185,1,1,0,0
Probably stupid but have you imported elm js in your html file ,0.8922492,1,1,0,0
 Dick ,0.7660527,1,0,0,1
crap solved it by installing elm format as a global npm package then i aded usr lib node modules elm format bin elm format inside atom not it works smile ,0.79210234,1,1,0,0
mmmm indeed Well it seems you saved my day And that I feel stupid stuck out tongue ,0.8350194,1,1,0,0
thank you it was just me being idiot not being able to spell Got too used to Elm safety sadpanda ,0.8196253,1,1,0,0
shit Why do I have a global elm,0.8970863,1,0,0,1
 David Does any package exist providing simple tooltips These native ones are ugly ,0.7257012,1,1,0,0
That sucks ,0.89699054,1,0,0,1
I am so stupid,0.71394706,1,1,0,0
well I could match on attributes label but doesn t it suck ,0.771971,1,0,0,1
 Sung You re right I can see its much easier to use Using websockets via ports rather than a subscription looks like a pain in the arse though ,0.82132447,1,0,0,1
Nevermind I m an idiot Have to run elm make from the project root,0.8060606,1,1,0,0
People have an immense aptitude for naivety stupidity prematurity,0.8107969,1,1,0,0
forget it just saw my own stupidity wink ,0.7316106,1,1,0,0
ah apparently reloading vscode is not enough or I did something else stupid just closing vscode and starting again has caused it to work,0.737577,1,1,0,0
ok stupid question how do i convert int to string,0.794439,1,1,0,0
like Debug idiot whatever ,0.9022244,1,1,0,0
Coool so I am a moron,0.77069753,1,1,0,0
Possibly incoming stupid question What is the preferred way of installing elm Is it by manually installing it like mentioned here https gist github com evancz b b f d f a d or is it through npm ,0.779414,1,1,0,0
of course that was stupid of me,0.72685635,1,1,0,0
oh my what an idiot,0.93232936,1,1,0,0
Maybe a stupid question but can someone tell me how to read this body Html msg title String ,0.7686694,1,1,0,0
begin simple Don t be afraid to write shitty code Refactors are cheap in Elm,0.8694539,1,0,0,1
Also curious where it s going to bite me in the ass and if I should be using a different Data type people have suggested a Dict a few times but I want uniqueness guarantees that Sets seem to have ,0.88824683,1,0,0,1
crap how did I miss that,0.76922816,1,1,0,0
Wait I m an idiot ,0.8001481,1,1,0,0
Stupid question probably but anyway how do I get newest version of elm package Does elm install take a version as an argument I am having problem with the code samples from official guide On elm make I get an error about wrong argument format for Http get It says that first argument should be a string I have elm http and elm ,0.74432886,1,1,0,0
oh you changed the code oh crap I forgot to put a main in my code hahaha,0.74633235,1,1,0,0
 DeeplySilly Silly a a Silly Int b ,0.7510109,1,1,0,0
sometimes that loads slowly for me s after page load it jerks the page as table of contents comes into view,0.8476638,1,0,0,1
 type Parser a was stupid My point is from the type signature I cannot guess how the parser works Result and Maybe are much clear,0.7685615,1,1,0,0
 http degoes net articles newtypes suck ,0.8785311,1,0,0,1
Wow I am so stupid did not search on the doc first,0.7350556,1,1,0,0
As with so many things webbish a it sucks b it sucks a lot less if you only focus on modern browsers ,0.794439,1,0,0,1
I just started with Elm today or technically at like am last night instead of sleeping so forgive me if I m asking all the stupid questions o ,0.7093121,1,1,0,0
let s hope the EU will abolish daylight savings even though my stupid country apparantly wanted to keep it stuck out tongue ,0.7789907,1,1,0,0
Oh I m an idiot lol ,0.81669503,1,1,0,0
 Masako that and not exporting them two surprising ways the compiler can silently crap over your ports stuck out tongue winking eye ,0.7684964,1,1,0,0
Waait I m an idiot ,0.83423215,1,1,0,0
ow crap ,0.8423451,1,1,0,0
shit slightly smiling face thanks,0.9016717,1,0,0,1
Great thanks for the explanation This is probably a stupid question but here goes Would it be possible to create an instance like you showed me here without providing all arguments I have included in the def init Could i do a Skye HQ Go ggs pFnXuHVHRytPCq fGG Hbhx ,0.72983074,1,1,0,0
ahh I am such an idiot I thought that was the icon if you wanted to list it haha,0.8291509,1,1,0,0
sorry stupid me,0.74361086,1,1,0,0
What the fuck did I just read ,0.93258655,1,0,0,1
 for fruit in apples bananas oranges if one fruit Do your shit ,0.9156528,1,0,0,1
like i realize that i was brash but i definitely answered his question before i laid into be a better human because you currently suck ,0.8895352,1,0,0,1
they was given answers and then they devolved into talking shit about UI UX and how when they learn to program they are going to fix it all,0.79668343,1,0,0,1
I was confused and then did a search for xoxo and holy shit,0.88824683,1,0,0,1
 Shan It s been nice for doing basic stuff but as queries get more complex it s become a pain in the ass,0.9325397,1,0,0,1
oh shit the first one i did was python ,0.9156528,1,0,0,1
i fucking love regex,0.72180414,1,0,0,1
this way if you fubar something you can easily fix shit ,0.9305104,1,0,0,1
ok how do I handle HOST and HOST to make them my new dict starter These are random hostnames stupid host name and idiot has no naming scheme are the sections I am looking for Once I split this I do I key off of these items to make them the dict name once I split ,0.83914864,1,1,0,0
yeahh my aim is to add apple and banana ass keys and vaues for the existing the json,0.76818234,1,0,0,1
AAAND i m a total idiot,0.9156528,1,1,0,0
that sucks but I get it,0.85790235,1,0,0,1
of course I should probably read about how generating output for non interactive sessions caused me problems but I d already spent hours on that crap ,0.7995007,1,1,0,0
but I also feel a half hour or a half day s effort to apply good practices when working on similar code saves myself alot of swearing at the idiot who did this piece of crap and I was usually said idiot ,0.9017184,1,1,0,0
Probably stupid question when installing Python do I need to use the execute the Install Certificates command when on a windows machine ,0.7180898,1,1,0,0
maybe it is a stupid question but how can I inspect return value ,0.7265732,1,1,0,0
oh shit o,0.91881835,1,0,0,1
i m trying to only talk about specifically what I think is important and I think that s biting me in the ass when we discuss this,0.9217706,1,0,0,1
shit one sec,0.9480856,1,0,0,1
my bad i was being silly stuck out tongue ,0.7445076,1,1,0,0
is that shitty code fairly visible in review or when working on tickets ,0.8550474,1,0,0,1
worse they may internalized its continued griping about their shitty code and get demoralized ,0.8606264,1,0,0,1
well im downloading captchas and shit like that,0.9156528,1,0,0,1
loading captchas and shit eh ,0.9325049,1,0,0,1
holy crap there s a lot of Abhishek on this slack,0.8606264,1,1,0,0
im stupid i forgot the ,0.8029097,1,1,0,0
thanks so much I was shitting myself lol,0.794439,1,0,0,1
given the choice i probably wouldn t have built a regex based NLP system but sometimes you inherit some projects that are wonky as fuck,0.9069519,1,0,0,1
oh crap i need to get to bed its late xD,0.83469945,1,1,0,0
saving my ass,0.94992846,1,0,0,1
Selenium sucks I hate it ,0.9323322,1,1,0,1
Again get an IDE IDLE sucks Lol ,0.8691268,1,0,0,1
Didn t mean to repeat my net connection is flaky as fuck so it sent twice,0.93248826,1,0,0,1
is my python terminal gender fluid wtf,0.71308416,1,0,0,1
 Elmo do they specify that you must set up an AWS box and use SSH to get to it and also block access out via SSH Because if so that s utterly stupid ,0.85541624,1,1,0,0
Sorry I m an idiot ,0.8032651,1,1,0,0
im running across this stupid issue again but appending a list to a dataframe is creating a new column at the end and only appends in that created column How can i get my list to append appropriately horizontally ,0.72247356,1,1,0,0
I believe it this one seems pretty solid I m just an idiot,0.84211564,1,1,0,0
there s this ridiculously named book called obey the testing goat,0.70292705,1,1,0,0
Both are indeed correct That sucks that the third party aren t using a valid XML parser though confused ,0.7093121,1,0,0,1
i dont know why i feel so stupid right now but how the heck do i share it lol,0.7205573,1,1,0,0
yea those are really ugly i have no idea how to shorten them,0.73502153,1,1,0,0
lets just say I ve had more than a few instances of what idiot wrote this stuff said idiot was me,0.8785311,1,1,0,0
ok thanks man u saved my ass joy ,0.8536435,1,0,0,1
haha don t worry about it i still do weird shit all the time,0.8437002,1,0,0,1
slack notifications suck,0.9156528,1,0,0,1
no wait windows notifications suck,0.8785311,1,0,0,1
you bastard thats too obvious ,0.9627276,1,1,0,0
edKeyes really thats how I used to write it i started using because my dumb professor told me too rat bastard,0.88833475,1,1,0,0
My brute force ass came up with this,0.83725744,1,0,0,1
They re really kissing ass to the Linux Dev commuting lately,0.93291056,1,0,0,1
it s basically a tour of tools that are so helpful you d be a fool not to use them includes documentation tips,0.75353175,1,1,0,0
so it s def some hidden AWS crap causing the problem ,0.7093121,1,1,0,0
if input None are you sure dumbass ,0.93232936,1,0,0,1
 Carmen good fun or fun that breaks crap ,0.7950344,1,1,0,0
like I m not a complete moron I ll admit I am not an AWS guru but I know my way around it,0.70905626,1,1,0,0
now I have to deal with stupid unicode lol,0.8355208,1,1,0,0
this one thing is more of a pain in the ass than anticipated im freaking out man,0.9156528,1,0,0,1
shit it work ed,0.91727495,1,0,0,1
livestream this shit,0.95853275,1,0,0,1
I mean I don t do that but I get that some people just don t give a shit and are forced to for whatever reason,0.7989515,1,0,0,1
I just think back to when I was in college taking bullshit GenEd courses,0.8868623,1,0,0,1
oh shit thats great,0.9017936,1,0,0,1
crap lol i should have realised that earlier,0.80300367,1,1,0,0
holy crap my pc has com ports available so i guess it can ,0.76815987,1,1,0,0
ah crap your right,0.8911866,1,1,0,0
Oh i m a moron i can just uid text replace ,0.76914716,1,1,0,0
hahaha yeah it sucks I create a new book from scratch and it worked damn it,0.88292646,1,1,0,1
I can t tell if my authentication system for API Gateway is brilliant or idiotic,0.7958636,1,1,0,0
Stupid question incoming is multithreading thread safe ,0.8060606,1,1,0,0
it s mainly done when you have a grammar mistake or something equally small and stupid ,0.8441471,1,1,0,0
I may go to hell for this self class do something wrap do something self class do something in init of the abstract class does it ,0.7093121,1,1,0,0
Especially if you Target windows this is a pain in the ass,0.94992846,1,0,0,1
tkinter looks like ass,0.93232936,1,0,0,1
 Brande Its probably a stupid bug or my bad math https github com kehv n Housing Prices blob master RealEstatePredictions ipynb ,0.7481598,1,1,0,0
OH SHIT,0.9101846,1,0,0,1
shit at this point IE stuck out tongue ,0.90966374,1,0,0,1
I mean there s going to be a point where any changes are going to be a pain in the ass keeping up with data schemas that s why most people like to use object relational mappers like sqlalchemy to abstract that part away,0.79115534,1,0,0,1
is there some sort of learn quick and dirty postGIS for morons in an hour guide cookbook I should read somewhere ,0.8606264,1,1,0,0
yeah that s my issue which is why it sucks that its been adopted as the standard way of describing APIs,0.7360467,1,0,0,1
Oh crap really ,0.8060606,1,1,0,0
that sucks man sorry to hear that ,0.8355208,1,0,0,1
FFS I m an idiot,0.8060606,1,1,0,0
haha ass,0.9328187,1,0,0,1
BTG is bitcoin gold and some other shitcoin,0.8980491,1,0,0,1
lol this page looks like shitty self development courses pages usually look,0.8606264,1,0,0,1
that s quite stupid of me,0.8225203,1,1,0,0
makes sense i have briefly looked into all of those but wanted to dick around writing something custom,0.8145516,1,0,0,1
sorry ignore me being stupid again forgot to pass the parameter,0.7206266,1,1,0,0
what the hell does that mean ,0.71392614,1,1,0,0
Probably a stupid question but I m doing gb faker Faker en GB print gb faker longitude and getting printed out lt bound method Provider longitude of lt faker providers address en GB Provider object at x f f b gt gt whereas docs say fake longitude Decimal any idea ,0.8571046,1,1,0,0
oh wait I am an idiot I copied my db credentials over from another project and forgot to change the db name upside down face ,0.82485384,1,1,0,0
Happy to be corrected if I m being stupid,0.74452305,1,1,0,0
stupid error ,0.8606264,1,1,0,0
wtf is that d open mouth ,0.7448151,1,0,0,1
but now i dont think curl like the double quotes of a string in the outside layesrs In cmd Out curl X PUT http endpoint d name hello key gh url shit ,0.8560178,1,1,0,1
I might need the output to be just curl X PUT http endpoint d name hello key gh url shit ,0.8606264,1,1,0,1
i could give full traceback if you want i m just assuming i m typing something stupid,0.76911616,1,1,0,0
 Micki I mean running a shell command from a subprocess seems kind of stupid to me There has to be a more elegant way,0.81284237,1,1,0,0
Eurgh Yes Stupid mistake ,0.8606264,1,1,0,0
What level of Python should you be at before you start diving into Django I d say I m on the high side of beginner level with very big gaps in classes and recursion kicks my ass Is there a if you can t do this this and this you shouldn t be starting Django ,0.92868596,1,0,0,1
 gt recursion kicks my ass it ll do that over and over again ,0.9598387,1,0,0,1
Thank you That worked and I feel like a proper idiot now laughing ,0.8060606,1,1,0,0
Shitt,0.8810272,1,0,0,1
I created my first pypi package a year ago Totally useless creates unlimited directories if u call it Pretty stupid ,0.8509567,1,1,0,0
parsing html by hand is shit but if it s not valid I m afraid lots of librayr are going to have a hard time,0.83623093,1,0,0,1
what a pain in the ass,0.95059377,1,0,0,1
I inhertied that hot ball of fuck and ignoring the lines with comments trimmed roughly lines of regex down to ,0.9297096,1,0,0,1
we use it at work haha mainly because Skype sucks disappointed ,0.8355208,1,0,0,1
refractoring can be a bitch to do ,0.90175515,1,0,0,1
i wouldn t call myself the master but i fucking love regex,0.70887387,1,0,0,1
wait nm I m being an idiot,0.8798212,1,1,0,0
that sounds stupid ,0.79960436,1,1,0,0
im shit smile ,0.85653067,1,0,0,1
 Mamie also the first time i ran into string literals string escaping hellworld i spent like hours kicking my own ass as i had to go back and refactor like things facepalm ,0.9017069,1,1,0,1
wait I think I m being an idiot,0.88017875,1,1,0,0
im doint tolist but then i get this shit Timestamp,0.9123607,1,0,0,1
oh that sucks confused ,0.8448377,1,0,0,1
Well wtf did you just import there and why,0.7684748,1,0,0,1
ahhhh stupid me thanks this works ,0.76812613,1,1,0,0
Shit happens instances die time to time,0.84525627,1,0,0,1
 Aleida Shit happens instances die time to time what can I do about it ,0.77628726,1,0,0,1
my guess based on googling that is that it may be shitf jis ,0.83169746,1,0,0,1
oh fuck,0.9508603,1,0,0,1
why so ugly ,0.7349184,1,1,0,0
Note to self tildes you fool,0.8934217,1,1,0,0
Okay Dorie buckle the fuck up my son ,0.85724443,1,0,0,1
Now to explain we basically made a function that picks out the values of the current dict without strictly looking at the keys I E just passing them around then it passes that map to a filter where we remove any empty dicts that the map function produced Finally we loop over the result of the filter in order to recursively call each dict which is one or more items inside the filter result we do this until the time when the collection is no longer a dict and thus we are no longer able to loop map filter over it meaning we got our final value This is where it gets FUCKY return is not your average being It doesn t give a shit about your day it won t care that you got an A in that one exam So return basically passes along whatever value is computed And because of our recursion if we simply tried to write return collection in the else block we would return None That s right I STILL haven t figured out WHY better than the fact that return is a bastard So the hacky bit here is that we pass in a results collection as almost like a callback and only append to it when the result is our bottom most value for any given dict Which should solve the issue but makes my brain hurt ,0.79342544,1,1,0,1
if you don t look at that you may bite yourself in the arse later ,0.8805901,1,0,0,1
 Join or growing company doing x amazing thing for y people makes me think that they think i am stupid and will be drawn in by buzzwords like a moth to a light bulb I don t appreciate being treated like a mindless idiot just my two cents,0.8606264,1,1,0,0
shit,0.94992846,1,0,0,1
 Dell yes it is just like candyman i have alerts set because i FUCKING LOVE REGEX,0.90182966,1,0,0,1
hey no problem man i fucking love regex,0.7702297,1,0,0,1
HOLY FUCK am I a real engineer ,0.88824683,1,0,0,1
Yeah im well aware of how fucking voodoo awesome it is I ll be able to take over my entire company with a clever little bit of regex no problem next stop billionaire For real though its super cool but not particularly intuitive ,0.76847506,1,0,0,1
list comprehensions and filter map saves my ass most of the time but i prefer to say people filter age gt rather than p for p in people if p age gt ,0.8060606,1,0,0,1
stupid question how to add stuff like these in Github s readme page ,0.79158866,1,1,0,0
nvm turns out im an idiot smile ,0.8606264,1,1,0,0
looks like ass but whatever ,0.88824683,1,0,0,1
it wasn t there But you never think some stupid crap like that would ever happen upside down face ,0.89405996,1,1,0,0
I thought it meant get as in like just get it not like keep that shit ,0.9312718,1,0,0,1
 What s your wsgi A THUG ASS UNICORN ,0.9156528,1,0,0,1
Scratch that I m an idiot,0.794439,1,1,0,0
ohh wait im stupid because comments will have only values i want smile ,0.8355208,1,1,0,0
the arrogant bastard i am my aimbot is skill driven and thus it runs as a service within this epic organic being ,0.86785907,1,1,0,0
aah fuck indentation,0.9590114,1,0,0,1
So just for my own sanity doing a largetext replace over re sub is a stupid idea right ,0.8329844,1,1,0,0
My app deals with writing novels those are split into chapters and the chapter can be long as fuck,0.83478606,1,0,0,1
 Barney holy crap this is so cool taco ,0.793227,1,1,0,0
 Dominica Was kind of hoping I was just missing something idiotic on my part since I ve been banging my head over it for a couple of hours Yeah i messed around with the raw literal string too with no luck ,0.8060606,1,1,0,0
You should always ensure at least two things when working on databases and processing make sure that your queries are efficient make sure your sql doesn t suck ass if you don t have an option to utilise the orm models ,0.8831148,1,0,0,1
turns out it was slacks stupid speech marks ,0.7452501,1,1,0,0
If it weren t for super stupid things like nil everywhere and default values Go would probably be my favorite language that I wouldn t want to use in my spare time because it s too dull slightly smiling face ,0.7093121,1,1,0,0
oke im retarded should be in instead of and ,0.7405887,1,1,0,0
aah crap did not ask you if i can DM first,0.82448524,1,1,0,0
this might seem idiotic that I don t know this yet but whats the cost of importing a package in Python Just curious ,0.7767652,1,1,0,0
shit so I need to host the bot on a web server ,0.8933897,1,0,0,1
 Barney incoming is nested and output is gonna be nested as fuck,0.9480856,1,0,0,1
or maybe it s a stupid idea all together and there s a better way of achieving the same or an similar result,0.79742575,1,1,0,0
pdf parsing and extraction is a pain in the ass,0.93232936,1,0,0,1
tbf being an SO admin must be hell,0.8606264,1,1,0,0
 gt tbf being an SO admin must be hell i think you have to be a certain kind of person to willingly do that job neckbeard ,0.8005897,1,1,0,0
I can t reproduce now thinking face maybe I have just been a fool for the last years everything i know is a lie open mouth ,0.8060606,1,1,0,0
 open mouth wtf,0.71709055,1,0,0,1
i was like shit this would be easier if it was in SQL ,0.84420633,1,0,0,1
but the last class also takes some shit,0.91853505,1,0,0,1
asking questions before actually trying it like a moron because my autocomplete in pycharm didn t suggest append ,0.7203228,1,1,0,0
then i took that shit and pushed it to a google sheet using the API ,0.8785311,1,0,0,1
but that s more of a mindset issue ideally a programmer would maybe go down the path of I don t need this data but I have to put it somewhere so I ll put it somewhere temporarily and then delete it and then take a step back and go wait that s stupid ,0.83001727,1,1,0,0
Obviously it can be caught and shown to the user but it s an ugly ass error message,0.91238445,1,1,0,1
