Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
Hola c u f mo podr u eda poner un div lateral como el que tiene la web de uikit en el lateral izquierdo con men u fas y poner la barra de navegaci u f n en negro con uk dark porque no se cambia el color,0.84048915,1,0,1,0
I m an idiot P,0.7682309,1,1,0,0
so this entire thing is stupid in the first place,0.76908875,1,1,0,0
God native Ceylon collection classes absolutely suck out of the box for serialization,0.8017862,1,0,0,1
In monoBehaviour I ll do injection from controller methods MB always is maximally stupid Views,0.8355208,1,1,0,0
you mean it sucks ,0.88824683,1,0,0,1
okay stupid thing i forgot to activate the gradle nature for this project,0.8027214,1,1,0,0
does anyone ever use that shit for anything else ,0.9287948,1,0,0,1
yeah they seem flexible to ass you can add your own extensions for it,0.8606264,1,0,0,1
 point up April PM https gitter im dev ua reactjs at ef a da b u u u u c u u u u d u u u u d u u f u u u c u u u u u u u u u u e u c trollface ,0.8606264,1,1,0,0
heh sucks you have to use it D,0.9156528,1,0,0,1
yeah fuck it ,0.95947564,1,0,0,1
fuck recursions tho,0.9537839,1,0,0,1
I haven t worked out for days because of this stupid cold and headache I refuse to take drugs to cure my illness cuz I m vegan yo ,0.74497086,1,1,0,0
anything obviously stupid here ,0.7686058,1,1,0,0
is gitter being crap for anyone else rn ,0.8606264,1,1,0,0
But it does have a kick ass parser and the sky is the limit on the functions you can perform,0.7689942,1,0,0,1
Using the native properties in own css classes is crap,0.8022903,1,1,0,0
maybe we should do an infrastructure jam One of us take the CMR one of us take the type checker just self host all that shit ,0.9007041,1,0,0,1
 Windows sucks n n Windows sucks http media giphy com media aIfWL BhK AD giphy gif http giphy com gifs spongebob squarepants insult sucks to suck aIfWL BhK AD ,0.84545094,1,1,0,1
 n being the noob that i am i have to ask stupid questions i guess what is the difference between ruby and ruby on rails ,0.7446335,1,1,0,0
That is a bit shit to be honest,0.9017424,1,0,0,1
It works thanks a lot nI feel very stupid ,0.7685315,1,1,0,0
That s the biggest issue I always had with setting up a development environment Not to mention compiling Mono is a bit of an anus ,0.7685386,1,0,0,1
In the future there will only be chrome and we ll use whatever the fuck Google tell us to use,0.8521877,1,0,0,1
you can allways pack your templates with if currentUser u if but it u s ugly D,0.794439,1,1,0,0
i u ll shut up now,0.7480722,1,1,0,0
let me be hanged i still believe js sucks,0.88824683,1,0,0,1
No one aint getting in my shit,0.9344877,1,0,0,1
Oh c u mon wtf David you couldn u t just write your own Path class ,0.8141068,1,0,0,1
That sucks ,0.89699054,1,0,0,1
I ll fuck around with it a bit tomorow make a clone sorry but I want my bundling and stuff like that ,0.9156528,1,0,0,1
ok so the new constructor approacj is cool as shit,0.91157347,1,0,0,1
i never lost my shit before today,0.88117725,1,0,0,1
turns out it does work as expected Stupid error further down where I actually didn t use merged Oops see no evil ,0.7166601,1,1,0,0
Such a shame that Gitter is a piece of crap though Makes it hard to help more people because the searching and prior notification stuff sucks ,0.8915487,1,1,0,1
no ObjC isn t as powerful you can t redefine Or maybe ObjC is a superset of C so you can certainly crash a lot of shit by doing weird shit,0.92053765,1,0,0,1
I just declared a variable and it works It s ugly and it kinda sucks but I m ok with that,0.7973319,1,1,0,1
I started hunting down all the places where arthmetic was against a potentially undefined duration and it started to suck,0.745325,1,0,0,1
Then I realised I would need a big ass white board ,0.89322877,1,0,0,1
modulus is a piece of shit,0.97976273,1,0,0,1
Don t know what to do atm I use an image slider It looks good on laptop and pc But on mobile it s zoomed in like shit,0.8606264,1,0,0,1
exercism is the shit,0.94862944,1,0,0,1
no its such a stupid thought that it is difficult at all,0.8355208,1,1,0,0
but IMO JSPM is a huge pain in the ass and it s a lot easier to just use webpack,0.9156528,1,0,0,1
Would it be stupid to put the head of a jsp into a header tag ,0.8823299,1,1,0,0
fck my self haha,0.9018014,1,0,0,1
Yeah fair enough But those users leveraging a y may still want to be able to say oh crap I didn t want to delete that email ,0.7505535,1,1,0,0
since when has ide warnings ever stopped people from doing stupid shit in JS ,0.90174913,1,1,0,1
Hi Are JSON parse and JSON stringify too ugly ,0.76941466,1,1,0,0
Oh my gosh Do you even KNOW how LONG I ve been struggling with this What a stupid mistake Thanks so much for pointing it out ,0.7828802,1,1,0,0
They ve had a problem for a while with their stupid boot sequence,0.80483574,1,1,0,0
is Js sucks on that field Should i learn java ,0.8606264,1,0,0,1
oh yeah was you then fuck you too D,0.985454,1,0,0,1
the kind that produce crap,0.8513321,1,1,0,0
God damn gotter sucks on my phone,0.9659092,1,1,0,1
So mine is fucking awesome,0.8060606,1,0,0,1
yeah matlab stupid typo ,0.81695235,1,1,0,0
yes well sure it u s just a PITA for me to have all these shitty things floating around,0.8606264,1,0,0,1
webpack doc is shit,0.9588151,1,0,0,1
thank you I ll slap myself for being an idiot ,0.9153927,1,1,0,0
I hate this kebab case crap,0.8606264,1,1,0,0
correct separated the style shit from the html but they are linked,0.86978036,1,0,0,1
you ve been in here almost two years and because you didn t get a response in thirty minutes it s crap to say we have one of the most verified used and active channels ,0.7687043,1,1,0,0
hi let s do fuck,0.94992846,1,0,0,1
I m finally starting to understand open source It s not about stealing the work of others It s about improving it And picking up where their lazy ass left off ,0.89883745,1,0,0,1
If you listen to MadsK s talk you can hear me come in late and then leave like ten minutes later And if you listen really hard to some talks on Friday maybe you can hear Mads giving me crap for that P,0.8144083,1,1,0,0
is tdd an exercise in correctness or the assumption of it and if that is the case the wtf are you doing in the fucking first place to begin with ,0.81850725,1,0,0,1
my eyes are like super fucked,0.94992846,1,0,0,1
 u u u u u u u b u c u d u e u u u c u u e u u u u a u u a u u u u d u u u e u u u u u a u u u b u u u u trollface ,0.93232936,1,1,0,0
moment of stupidity,0.8355208,1,1,0,0
fuck I thought it was the id attribute,0.93266636,1,0,0,1
 I m an idiot was using val instead of var my apologies ,0.7961421,1,1,0,0
Which sucks for applications,0.7599515,1,0,0,1
wow this sucks,0.93834025,1,0,0,1
wow many thanks for suck detailed response ,0.74529433,1,0,0,1
yes it s quite easy to reproduce but it sucks that I need debugging to work to debug the issue I m working on u ,0.7093121,1,0,0,1
well I m talking about shit like RS you know the thing were you have to decide the speed rate start stop bits etc Usually you know how your compiler will arrange the bitfield so everything works as expected ,0.7446372,1,0,0,1
I say fuck it and refuse to do so when going in for an interview there been there twice won t do it again they don t care about the person during interview ,0.91773695,1,0,0,1
cause she s ugly as f but sooper strong,0.8281223,1,1,0,0
 cough bullshit cough ,0.9326559,1,0,0,1
lol i m stupid anyways,0.7684931,1,1,0,0
layers of crap I m below I bet,0.8606264,1,1,0,0
for every shit also twitch is game dominating ,0.88824683,1,0,0,1
I suck at git and apparently can t do a clean rebase sweat smile ,0.75671965,1,0,0,1
 giphy Fuckin A Ray ,0.96244824,1,0,0,1
Oh god this sucks ,0.9022333,1,0,0,1
Can someone tell me if they experience the same issue as me with this code Whether I m doing something stupid or is it a bug in which case I ll raise one https gist github com gregdouglas a b f e ba e c a a a dd ,0.7368761,1,1,0,0
You make that hell urself ,0.73209715,1,1,0,0
As I can see you are very spoiled and you don t have honor or moral Principles That is why this earth is BIG HOSPITAL and producing retards like you ,0.9101518,1,1,0,0
Stupid broken phone touch keyboard ,0.9073917,1,1,0,0
after reading a shit load of rspec docs i think i can finally handle the rails docs and navigate my way through them luuul,0.85544705,1,0,0,1
np man glad to hear you guys are ok My friend says she is far enough from the coast that they just got a really shitty storm but no real damage,0.794439,1,0,0,1
may be a stupid question where do i access css on hosted servers filesystem after using meteor up I looked in the opt myapp folder and found a bunch of my files but cant locate my css ,0.7076078,1,1,0,0
 n I ll dick around with it a bit Will get back to you n nThanks for being willing to help me help others this indirection is important here as I am trying to explain the concepts of an Aurelia Plugin believing how I understand it ,0.8162279,1,0,0,1
this was my passive agressive way to bitch about the locale apparence,0.7736202,1,0,0,1
oh btw I have a fun request I d like the Preparing completion step to NOT FREEZE THE FUCKING IDE and to really cancel when I click on the red square do you think this would be possible ,0.8785311,1,0,0,1
weird shit is weird,0.86888784,1,0,0,1
Ah got it stupid question nvm haha,0.7689758,1,1,0,0
until I find a way to fix the stupid dvbsub bug although they say in vlc that they don t support dvbsub however it works in ts files lol ,0.78294355,1,1,0,0
Yeah for those that don u t know u I fucked up and missed the interview because I thought it was at PM but it was PM EST,0.8392095,1,0,0,1
Mobile internet sucks ,0.9156528,1,0,0,1
I am such an idiot,0.90513045,1,1,0,0
you u ll see a marked improvement when we make the first x release should reach of spray performance for stupid benchmark cases u but it is a lot more powerful for interesting streaming cases ,0.770317,1,1,0,0
don u t do shitty broken things ,0.94111574,1,0,0,1
Type rm f dick head ,0.9591315,1,0,0,1
usually u unless you do meta shit u the actual runtime value isn u t impacted by compile time types,0.85836643,1,0,0,1
damn now I feel stupid xD,0.8606264,1,1,0,0
ha yeah I m shit at css,0.8968588,1,0,0,1
it was counterinuitive and stupid,0.86987096,1,1,0,0
and as if I give a shit about poms like ,0.8606264,1,0,0,1
this was my first project so trying to wrap my head around all of this crap ,0.8556818,1,1,0,0
Greetings Eager to try this sucker out and get things started ,0.78065974,1,0,0,1
You bastard ,0.9801637,1,1,0,0
 u u u f u u e u u a u u u e u u u f u e u u a u b u e u u u b u u f u u u u u u u u f trollface ,0.94815576,1,1,0,0
I was trying to use Material UI but is a pain in the ass,0.9480856,1,0,0,1
What the fuck do you mean you want to update my windows Sick bastard PC,0.976869,1,1,0,1
the homepage sucks too,0.88824683,1,0,0,1
i u ll play around with this because i sure as hell am not ditching all the crap i just did in the last three months ,0.7927443,1,1,0,0
haha shit little late,0.91185343,1,0,0,1
If you look at my early Ruby work on github it s fucking terrible,0.94957435,1,0,0,1
silly troll of a bot,0.8355208,1,1,0,0
i keep coming back to this out of semicolon line endings or ugly ass annotations I u ll go with the semicolons,0.89512986,1,1,0,1
both lazy ass,0.96388346,1,0,0,1
interesting yup like said fuck snap ,0.9045101,1,0,0,1
whyyyy cli sucks,0.92669857,1,0,0,1
because jade sucks,0.9089819,1,0,0,1
lol wtf is Gosu in that Ceylon comparison sounds like a language with like two users,0.7391139,1,0,0,1
it s so stupid,0.8555304,1,1,0,0
oh shit it s coming on pm here,0.9250626,1,0,0,1
it looked shit years ago and still does,0.9211193,1,0,0,1
id have to google dat shit,0.9446242,1,0,0,1
yeah it was written when junit was hot shit so it used that pattern,0.8785311,1,0,0,1
I figured this shit out,0.8718758,1,0,0,1
That sucks for testing I like to have the whole cluster on my machine makes end to end debugging a breeze ,0.73287755,1,0,0,1
guys i need some help asap i did some dumbbb shit,0.89740056,1,0,0,1
That u s my fucking example thieves ,0.98019254,1,0,0,1
fly is like of gulp crap,0.86035246,1,1,0,0
No one s saying you suck for it not being perfect right this second I was just asking about its current status and your plans for it as well as what to do in the meantime ,0.7299288,1,0,0,1
 u u u u u u b u e u u u u u e u u e u b u u e u u u u u u d u e u u e u u u u u u u u u u u e shit works,0.97735107,1,0,0,1
oh wow that s ugly,0.8606264,1,1,0,0
holy shit I think I ve found my bug,0.8671447,1,0,0,1
 oh shit the fix isn u t there n nSome dev branch I could use ,0.8927773,1,0,0,1
what the fuck windows you cant offer different ways to screenshot and only have one of them work,0.9480856,1,0,0,1
shit just got seriously out of control my function just turned into a recursive shitfest,0.90176547,1,0,0,1
i cherish my bunghole,0.79143363,1,0,0,1
I tend to name an anchor s id the same as the anchor s name maybe that s stupid ,0.8112418,1,1,0,0
holy shit is that code unreadable,0.90177834,1,0,0,1
I just sit in Jita and talk crap,0.7527104,1,1,0,0
THANK YOU YOU ARE A FCKN GOD,0.9480856,1,0,0,1
i u m an idiot i guess,0.89781433,1,1,0,0
I didn t have physical back ups and didn t wanna fuck up with dual booting so,0.8060606,1,0,0,1
it was basically a way to do jack shit all day and smoke,0.89846236,1,0,0,1
whether it sucks just for me or is it actually that bad at judging whether your code is correct or not ,0.77555674,1,0,0,1
I m sure you told me and I suck at names what is yours again ,0.73185456,1,0,0,1
ok i understude this sucks smile ,0.82318825,1,0,0,1
DevDocs are fucking awesome,0.7093121,1,0,0,1
everyone here is trying to learn so really no need to be an asshole,0.94992846,1,0,0,1
no stupid myfile import js ,0.7687549,1,1,0,0
so i guess the Whiley guy feels the same way about things i FUCKING invented this ,0.92495686,1,0,0,1
it s a fucking nightmare to debug something when you can t step it,0.9156528,1,0,0,1
THEY LEARN TO OVER TIME THAT S WHY THEY FALL SO FUCKING MUCH,0.95367265,1,0,0,1
stupid mac,0.85390276,1,1,0,0
sorry if this is a stupid question u but I u m finding lazy loading in ng to be a pain,0.82060796,1,1,0,0
shit shouldn t have learnt that,0.9156528,1,0,0,1
I mean it sucks but yeah don t want to couple releases yet anyway,0.7704935,1,0,0,1
holy crap,0.82725555,1,1,0,0
That would suck if Apple is the only holdout for that,0.7496408,1,0,0,1
 santa claus is a fat bitch n n santa claus is a fat bitch http media giphy com media ERxJz BH JrmU giphy gif http media giphy com media ERxJz BH JrmU giphy gif ,0.94992846,1,0,0,1
no shit easy to tweak it,0.82300043,1,0,0,1
BTW I apologize if it s inappropriate to post code heavy questions like this here I m new enough to the react router stuff in phenomic that I don t know whether I m encountering a bug or doing something stupid,0.702406,1,1,0,0
And look I know you all think I u m nuts and on some idiotic personal preference shit,0.9361355,1,1,0,1
If you re on Windows you need Python and NET crap On nix you just need a gcc which you should have by default,0.71879435,1,1,0,0
Makes me think it s webpack doing something stupid,0.76826245,1,1,0,0
you can make crap code with any language tool but react encourages you to do it that way ,0.7162805,1,1,0,0
that Aurelia DI is pretty bad ass,0.9414222,1,0,0,1
it sucks I may have to write Ma Cobb to see if she will make me a new one in time for this summer s comic con,0.7093121,1,0,0,1
I can fully agree with i honestly spend more time with what I feel complete bullshit in instructions than actually doing work,0.7933991,1,0,0,1
nvm stupid question,0.7278314,1,1,0,0
with actual USB HDMI Ethernet etc ports instead of just the stupid USBC,0.8574546,1,1,0,0
fuck gulp,0.95393676,1,0,0,1
I will be pretty anal retentive when it comes to linkedin and my resume,0.794439,1,0,0,1
it u s so ugly ,0.8683918,1,1,0,0
I am not happy but well I pushed some shit,0.9017271,1,0,0,1
Fuck not the timeout error,0.92447406,1,0,0,1
Wait now I am getting horizontal scroll u wtf,0.71582204,1,0,0,1
sure the stupidity never ends,0.8853516,1,1,0,0
and also protobuf for c is so retarded ,0.828684,1,1,0,0
I have great cases of how to make use of akka stream and configuration driven to simplify our daily work but fuck with my java mate s current design simple form validation nearly need java files change ,0.8566476,1,0,0,1
jeez i suck at formatting,0.77630126,1,0,0,1
everything else is a crap shoot,0.8415117,1,1,0,0
A mate really wants to do everything using template it s a pain in the ass for layout,0.9153348,1,0,0,1
and who the FUCK created it ,0.93232936,1,0,0,1
totally focused on writing that shit not reading it,0.9302202,1,0,0,1
i don u t fucking get it,0.94992846,1,0,0,1
hahaha yeah I am the master of doing ridiculous impossible to find bugs that are so dumb they make you want to slap yourself,0.8572511,1,1,0,0
Fuck LinkedIn ,0.94929826,1,0,0,1
crap use,0.7449977,1,1,0,0
ceylon normally downloads all of this crap ,0.8568185,1,1,0,0
yo that is stupid,0.88824683,1,1,0,0
Nope makes no sense to have a cli Silly thought Every single other bundler with a cli is dumb ,0.8577454,1,1,0,0
FTR linked mode arg list completion is a bitch to implement,0.93486273,1,0,0,1
where when over indices or vertices are stored in the buffers you get crap tons of random triangles,0.72356325,1,1,0,0
that is some weird fucking syntax This is why I hate c ,0.9219834,1,1,0,1
You have to wonder about the idiots sending it We got the same thing on NNTP back in the day They don t seem to understand that people with enough ability to be on programming resources don t need to be told how to find porn if that s what they want ,0.834869,1,1,0,0
just sayin u trollface ,0.77520144,1,1,0,0
OH SHIT I DID IT,0.88824683,1,0,0,1
yeah context shit same problem with react css themr theme provider,0.9005633,1,0,0,1
Travis is rubbish,0.74802274,1,1,0,0
it is a game console they are more sensitive about lots of shitty games on it,0.8785311,1,0,0,1
 notsonotso if all suck then this will a subitem of all and it will suck as well,0.8785311,1,0,0,1
Swing looks shit everywhere,0.9326779,1,0,0,1
maybe i am saying crap,0.77975464,1,1,0,0
Maybe stupid idea but I just noticed there is no bootsnap gem listed in the gemfile above,0.7683548,1,1,0,0
 question u e u u u u f u d u u wtf n u u u u c u u f u f u u d u u c u u u u u u u e u u u u u u u e u e u u u u u u u u e u u e u u e n u u u u u b u e u u u e u u e u d u d u u u a u e u c u f u e u d u u d u https github com kenwheeler nuka carousel u u a u b u e u u u e u u u e u u a u e u u u f u e u u b u u d u u e u u e u u u u d u u e u c u d u b u u c u u u u u u c u d u u u b u f u b u e u u u f u u e u u d u u d u u u f u u e u u e u u u e u a u b u u u d u u u a u u u u u u u u u u d u b u html u e u u b u u u u e u u u f n u f u u u u u c u u b u u b u f u u u u u e u u u u a n n client div data reactid n server div data reactid n no O n u u u e u u u u u u u u c u u u a u e u u u d u u e u u b u u u b u u a u e u c u f u e u d u u d u u u u u u u u u u u d u e u u c u u b u u u u u u u f n u u u u u u u u d u b u u u u u a u u e u u u c u u d u f u d u u u u f u u e u u u u u b n u u u e u d u u e u c u e u u u u u b u u c u u u d u u u u u u u a u e u ,0.8965315,1,0,0,1
react sucks but fuse makes it work sooo fast and easy ,0.8355208,1,0,0,1
Fuck sorry that was for,0.88824683,1,0,0,1
lool shit did you see the number of views for Rails HAHA,0.8972954,1,0,0,1
hey no worries Briggs I appreciate it nonetheless It s just frustrating because the actual coding part doesn t seem too hard so far I ve planned everything out on paper and it s just implementing It s just shit like this that s frustrating,0.8060606,1,0,0,1
and I u ll be like u cwho the fuck are you and what have you done with the real Stef ,0.8975682,1,0,0,1
Won u t be crap once is done with it ,0.9156528,1,1,0,0
fuck go,0.95873374,1,0,0,1
for now i m just testing this approach i may get biten in the ass by that,0.930819,1,0,0,1
and yeah Jill sucks it would be better to implement a scala to jayce compiler,0.87984204,1,0,0,1
ouch that sucks,0.90176266,1,0,0,1
You would say that you Apple whore,0.9732321,1,0,0,1
Holy crap that Wikipedia article on the Visitor pattern is horrible ,0.8355208,1,1,0,0
take all that sql shit out of there ,0.8529295,1,0,0,1
meh stupid debugger won t attach,0.8606264,1,1,0,0
fuck nope this still doesn t work quite right with the spread and not checking for array it still returns the last letter of the string gonna tweak some more but I m liking the try catch for clarity ,0.88824683,1,0,0,1
you did a shit ton of interviews,0.93232936,1,0,0,1
damn getting fired over that seems pretty harsh to me I would do what Austin said loll fuck those guys,0.93106306,1,1,0,1
I u m happy with u csimplistic and retarded ,0.75436765,1,1,0,0
I am building a new portfolio website and I need to protect the content NDA kind of crap ,0.7125576,1,1,0,0
Could always put that silly u cwas that good for you u d at the end of the posts and get feedback shrug,0.7686529,1,1,0,0
there u s a ton of content out there that u s outdated u wasted many hours before someone in this room told me about meteor add webpack webpack u what a fool I felt like,0.87266713,1,1,0,0
yeah its such a weird teaching style i remember after doing codecademy learn all the things and then i was scratching my head going how the fuck do i implement this haha,0.9156528,1,0,0,1
if they fuck it up now people will just fork it ,0.9156528,1,0,0,1
 is shit,0.9534598,1,0,0,1
Well shit if we re just throwing stuff out there I think you should change your name I wouldn t hire a Chad,0.9017066,1,0,0,1
To get past the stupid RMI bugs once and for all ,0.794439,1,1,0,0
 giphy fuck it,0.96469665,1,0,0,1
you re gonna get a public shitstorm for kicking me Have fun with that ,0.9017844,1,0,0,1
force interaction but thats shitty,0.8924502,1,0,0,1
if it speeds up all my crap,0.82668227,1,1,0,0
also what kinda sucks about that is that i have to manually manage the lifecycle of that actor presumably or maybe it gets stopped when the stream it u s wrapper is attached to is closed ,0.73124504,1,0,0,1
I m a webpack idiot still is there something special that needs to be done when loading images that aren t part of the project,0.8355208,1,1,0,0
ok so bear with my crap writing skills,0.8355208,1,1,0,0
ah no there s nothing worse than spewing lines and lines of crap,0.8606264,1,1,0,0
Just beware of rabbit holes don t try to learn the crap out of everything and stick to the course s instructions smile ,0.7093121,1,1,0,0
if the problem is really on rxNetty We are fucked because we depends quite a lot on Hystrix that still use rxNetty version So we would need to wait on hystrix ,0.9018261,1,0,0,1
and i guess your kick ass project remained in tact as well,0.8482635,1,0,0,1
if it runs on the web you can bet your sweet ass that it is html css at the end of the day,0.9030525,1,0,0,1
fuck n a does Gitter suck,0.9794574,1,0,0,1
You ll often see my throwing random shit ideas out into the Ruby room so I can bounce them off people to help me focus in on what I actually want to do,0.7756346,1,0,0,1
ah nvm I m an idiot ,0.7882895,1,1,0,0
I feel like an idiot for not thinking of that though,0.8239519,1,1,0,0
 re shitty docs,0.958885,1,0,0,1
How much time was put into it sounds like you lost your ass,0.94992846,1,0,0,1
Oh that sounds really stupid p How come it does appear when you start with one of the templates ,0.794439,1,1,0,0
 to be honest that s some crazy shit your are doing in attached ,0.9156528,1,0,0,1
shit that s awesome,0.88824683,1,0,0,1
that localhost crap looks bad I did a mechanical change there inlined a constant DEFAULT COLLECTOR HOSTNAME ,0.769004,1,1,0,0
if the categories were only for the sake of making routes unique use something else than categories using categories will bite you in the ass later when you want to refactor your application or when it grows more complex,0.794439,1,0,0,1
Fuck Json This is simply an addressing the right element issue ,0.9009971,1,0,0,1
oh shit I was watching Katy Perry videos on youtube right now O My new year will be depressing My girlfriend won t be here I really need work on nupic to keep my mind busy haha,0.80084014,1,0,0,1
stupid me should read first and ask questions later ud d ude ,0.80094594,1,1,0,0
You shit,0.97960466,1,0,0,1
wtf brain,0.71488065,1,0,0,1
fuck I have to convert j l String to c l String as well,0.9444687,1,0,0,1
I guess Hikari sucks even worse in the virtual env,0.80892766,1,0,0,1
Lets drop that WINRT WIZZARD CRAP BANE OF MY EXISTENCE,0.7685065,1,1,0,0
so fucking close to the finish line to,0.8606264,1,0,0,1
We don u t add this stuff to code it u s ugly,0.8296599,1,1,0,0
that angular AOT was fucking slow,0.9017128,1,0,0,1
no it s a pretty pile of shit it works that is what matters ,0.9129379,1,0,0,1
Mate My tictactoe was total shit Still is as I haven t refactored it It s a struggle but you ll come out stronger,0.8606264,1,0,0,1
that s pretty ugly i thought it whitelisted names like that,0.74017966,1,1,0,0
I show up to work take my morning shit and check my email if something s broke I ll hear about it on the voicemail because I missed the call while I was shitting I ll then continue what I had been working on yesterday or I ll look in t,0.80204993,1,0,0,1
I am still trying to understand your last comment about class path but could not get it feeling stupid ,0.794439,1,1,0,0
evil shit,0.9480856,1,0,0,1
god i am an idiot,0.8606264,1,1,0,0
It s fucking crack ,0.9735852,1,0,0,1
crap you re right,0.81886506,1,1,0,0
Fucking know it all Joe over here,0.9453824,1,0,0,1
fuck you,0.9897058,1,0,0,1
DX is ass for performance since you spend all your time compensating for missing functionality ,0.8572618,1,0,0,1
fuck but its quite boring,0.97411036,1,0,0,1
In the tsconfig json is there anyway to include a folder as typing all the names is going to be a pain in the ass,0.8785311,1,0,0,1
oh i suck hahah,0.9006328,1,0,0,1
oh shit I forgot Cloud,0.9307737,1,0,0,1
sure may be the u cown module u d quesion was stupid smile ,0.9017211,1,1,0,0
github sucks at jsx syntax,0.8284629,1,0,0,1
Dammit i wish this were C right now gdb is that fucking good at debugging XD,0.9143136,1,0,0,1
my code is crap but that s the base of the modal code,0.75801605,1,1,0,0
and My question was kind of stupid They are strict,0.84277844,1,1,0,0
and anyway u cmultipl type params u d is rubbish,0.897451,1,1,0,0
Yep agreed safe by default and the rest is configuration don t overengineer users are mostly devs themselves lazy default safe but not stupid config the rest yourself ladies and gentlenerds clap stuck out tongue n,0.73743916,1,1,0,0
I thought you got sucked into that game you were DMing,0.8017821,1,0,0,1
I think max age is a bit aggressive for images and shit though,0.8060606,1,0,0,1
Why can t he stick to the good weird shit Like holding on to for assignment ,0.8166284,1,0,0,1
I am too skinny and weak for that crap xD,0.8512971,1,1,0,0
straight from master fuck it ,0.95910966,1,0,0,1
Ain t no way my system runs on OOP shit ,0.87993795,1,0,0,1
stupid links,0.8355208,1,1,0,0
There s magpies black mambas and lots of other I m going to kill you animals in Oz during those warm winters too,0.78140604,1,1,0,0
the Autocomplete is fool we prefer the JQUERY one,0.7516887,1,1,0,0
crap i didn t mean atom i meant electron lol oops,0.787412,1,1,0,0
OK found a workaround your smart ass typechecker but I won t tell you or you ll also disallow this,0.8160163,1,0,0,1
his design constraint was u cnot fuck up nice hand formatted code ,0.9410887,1,0,0,1
theyre always dumb people all around the world Hopefully here we are to make this shitty world more digital lamo,0.9150959,1,1,0,1
sucks on my phone too,0.8355208,1,0,0,1
yeah sucks i got some stuff done around the house and stuff though,0.8009385,1,0,0,1
as it u s slow as hell,0.7682375,1,1,0,0
well shit happens,0.8857107,1,0,0,1
omg stupid me ,0.8060606,1,1,0,0
eh I work graveyard shift so it s pretty quiet and when I m not out on patrol I get a lot of coding done or tonight shooting the shit with coders done ,0.89339364,1,0,0,1
And then the stupid deceptive Download buttons ,0.88824683,1,1,0,0
why the fuck does compile so slowly easily worse than gonna put up an issue with my number,0.94214946,1,0,0,1
else i usually go for stupiddebugging Add a in the view and a console Log at attached,0.7682557,1,1,0,0
and no more shitty babel env config,0.9281011,1,0,0,1
 Uhm gitter sucks I see now more messages ,0.8538902,1,0,0,1
Whoever made this thing is the biggest dick in the whole dickverse,0.9351496,1,0,0,1
If you guys say its ugly then i will know,0.750416,1,1,0,0
Can you provide more info on how to get a failure for the check engine shit ,0.86048144,1,0,0,1
 GuardedVariable is as you guess rubbish as far as being good code goes,0.79491055,1,1,0,0
An image box is a container for an image It is crap ,0.7980034,1,1,0,0
crap is there another way to link without having a huge preview or is that ok ,0.7329705,1,1,0,0
That sucks faker is really good,0.85956305,1,0,0,1
Yeah it s shit for that,0.9480856,1,0,0,1
when they do something stupid that I don t like I ll probably pick up VIM,0.7249241,1,1,0,0
this makes me feel like all my code is crap and needs to be rewritten,0.7193268,1,1,0,0
 don t try to learn the crap out of everything and stick to the course s instructions,0.7549185,1,1,0,0
I have just exited a OITNB coma ruby rose showed up and I thought there s shit i should be doing ,0.8060606,1,0,0,1
confusing the shit out of me,0.84317666,1,0,0,1
writing is English is just a pain in the ass,0.93232936,1,0,0,1
Just finished the sinatra cipher Was a real bitch that one all because of a simple mistake ,0.910602,1,0,0,1
so hmm stupid question how do I actually get the string value when I try to grab the param I get Optional u cvalue u d instead of u cvalue ,0.8355208,1,1,0,0
i feel like an idiot with all these package managers,0.8785311,1,1,0,0
Because you say api getlog blah orderBy id filter x gt type crap,0.88824683,1,1,0,0
I dunno If I worked for a company that spent on a shitty website I don t think saving them is going to make any difference,0.7262702,1,0,0,1
HOLY CRAP ,0.73680097,1,1,0,0
I think it is just the unique situation he ended up in Not because he want to prove anything but because of situation he is in A really really shitty situation all aaround,0.70500547,1,0,0,1
No Gitter is crap,0.9081538,1,1,0,0
fucking uuids everything would be so much better if the uuid would be inserted automatically so we dont need to work without our plugins for a week every time a new xcode comes,0.9156528,1,0,0,1
tons of PhDs out there that can t teach for shit,0.93232936,1,0,0,1
or should I prepare to suck it up and go back to USA and get a desk job for a few years ,0.7823285,1,0,0,1
yeah because the syntax and layout sucks,0.8321068,1,0,0,1
If stupid amd module is a valid AMD module require stupid amd module would return the exports Do you have a link to the source code so we can take a look at the module It s propably something other than pure AMD ,0.7093121,1,1,0,0
But that s obviously not the correct path and I can t figure out how where I have fucked up ,0.8827637,1,0,0,1
shit Brazil is a way more optimistic place ,0.89660615,1,0,0,1
they probably will maybe look into it myself after dom crap is done ,0.76881003,1,1,0,0
We already hate you,0.8568277,1,1,0,0
crap my naive attempt at marshalling Source Key Source Event NotUsed NotUsed via the json streaming support didn u t work,0.8281418,1,1,0,0
are we still motivating him or just being assholes ,0.93232936,1,0,0,1
Opinions are like assholes Everybody has one ,0.94468844,1,0,0,1
or sometimes mad because it complains about stupid whitespace mistakes P it s a real grammer nazi,0.8171601,1,1,1,0
they re just silly bragging points,0.7514294,1,1,0,0
this is stupid,0.7921324,1,1,0,0
and apparently it has a simply shit implementation,0.9156528,1,0,0,1
sorry im getting issues mixed here updating aurelia has been a huge time suck so far ,0.72824377,1,0,0,1
